,id,name,type,dimension,residents,url,created
19,20,Earth (Replacement Dimension),Planet,Replacement Dimension,"['https://rickandmortyapi.com/api/character/3', 'https://rickandmortyapi.com/api/character/4', 'https://rickandmortyapi.com/api/character/5', 'https://rickandmortyapi.com/api/character/9', 'https://rickandmortyapi.com/api/character/11', 'https://rickandmortyapi.com/api/character/13', 'https://rickandmortyapi.com/api/character/16', 'https://rickandmortyapi.com/api/character/31', 'https://rickandmortyapi.com/api/character/32', 'https://rickandmortyapi.com/api/character/50', 'https://rickandmortyapi.com/api/character/58', 'https://rickandmortyapi.com/api/character/59', 'https://rickandmortyapi.com/api/character/64', 'https://rickandmortyapi.com/api/character/66', 'https://rickandmortyapi.com/api/character/76', 'https://rickandmortyapi.com/api/character/88', 'https://rickandmortyapi.com/api/character/103', 'https://rickandmortyapi.com/api/character/107', 'https://rickandmortyapi.com/api/character/109', 'https://rickandmortyapi.com/api/character/113', 'https://rickandmortyapi.com/api/character/115', 'https://rickandmortyapi.com/api/character/124', 'https://rickandmortyapi.com/api/character/128', 'https://rickandmortyapi.com/api/character/137', 'https://rickandmortyapi.com/api/character/138', 'https://rickandmortyapi.com/api/character/141', 'https://rickandmortyapi.com/api/character/147', 'https://rickandmortyapi.com/api/character/149', 'https://rickandmortyapi.com/api/character/151', 'https://rickandmortyapi.com/api/character/154', 'https://rickandmortyapi.com/api/character/166', 'https://rickandmortyapi.com/api/character/167', 'https://rickandmortyapi.com/api/character/170', 'https://rickandmortyapi.com/api/character/171', 'https://rickandmortyapi.com/api/character/172', 'https://rickandmortyapi.com/api/character/180', 'https://rickandmortyapi.com/api/character/181', 'https://rickandmortyapi.com/api/character/182', 'https://rickandmortyapi.com/api/character/185', 'https://rickandmortyapi.com/api/character/189', 'https://rickandmortyapi.com/api/character/190', 'https://rickandmortyapi.com/api/character/210', 'https://rickandmortyapi.com/api/character/217', 'https://rickandmortyapi.com/api/character/218', 'https://rickandmortyapi.com/api/character/219', 'https://rickandmortyapi.com/api/character/227', 'https://rickandmortyapi.com/api/character/230', 'https://rickandmortyapi.com/api/character/233', 'https://rickandmortyapi.com/api/character/234', 'https://rickandmortyapi.com/api/character/236', 'https://rickandmortyapi.com/api/character/237', 'https://rickandmortyapi.com/api/character/240', 'https://rickandmortyapi.com/api/character/241', 'https://rickandmortyapi.com/api/character/243', 'https://rickandmortyapi.com/api/character/244', 'https://rickandmortyapi.com/api/character/245', 'https://rickandmortyapi.com/api/character/248', 'https://rickandmortyapi.com/api/character/251', 'https://rickandmortyapi.com/api/character/255', 'https://rickandmortyapi.com/api/character/259', 'https://rickandmortyapi.com/api/character/262', 'https://rickandmortyapi.com/api/character/265', 'https://rickandmortyapi.com/api/character/272', 'https://rickandmortyapi.com/api/character/276', 'https://rickandmortyapi.com/api/character/280', 'https://rickandmortyapi.com/api/character/292', 'https://rickandmortyapi.com/api/character/293', 'https://rickandmortyapi.com/api/character/324', 'https://rickandmortyapi.com/api/character/326', 'https://rickandmortyapi.com/api/character/327', 'https://rickandmortyapi.com/api/character/332', 'https://rickandmortyapi.com/api/character/335', 'https://rickandmortyapi.com/api/character/341', 'https://rickandmortyapi.com/api/character/346', 'https://rickandmortyapi.com/api/character/347', 'https://rickandmortyapi.com/api/character/352', 'https://rickandmortyapi.com/api/character/353', 'https://rickandmortyapi.com/api/character/354', 'https://rickandmortyapi.com/api/character/357', 'https://rickandmortyapi.com/api/character/360', 'https://rickandmortyapi.com/api/character/361', 'https://rickandmortyapi.com/api/character/363', 'https://rickandmortyapi.com/api/character/365', 'https://rickandmortyapi.com/api/character/374', 'https://rickandmortyapi.com/api/character/377', 'https://rickandmortyapi.com/api/character/390', 'https://rickandmortyapi.com/api/character/391', 'https://rickandmortyapi.com/api/character/401', 'https://rickandmortyapi.com/api/character/402', 'https://rickandmortyapi.com/api/character/405', 'https://rickandmortyapi.com/api/character/423', 'https://rickandmortyapi.com/api/character/435', 'https://rickandmortyapi.com/api/character/437', 'https://rickandmortyapi.com/api/character/438', 'https://rickandmortyapi.com/api/character/439', 'https://rickandmortyapi.com/api/character/440', 'https://rickandmortyapi.com/api/character/452', 'https://rickandmortyapi.com/api/character/453', 'https://rickandmortyapi.com/api/character/467', 'https://rickandmortyapi.com/api/character/468', 'https://rickandmortyapi.com/api/character/469', 'https://rickandmortyapi.com/api/character/471', 'https://rickandmortyapi.com/api/character/492', 'https://rickandmortyapi.com/api/character/493', 'https://rickandmortyapi.com/api/character/497', 'https://rickandmortyapi.com/api/character/509', 'https://rickandmortyapi.com/api/character/510', 'https://rickandmortyapi.com/api/character/511', 'https://rickandmortyapi.com/api/character/512', 'https://rickandmortyapi.com/api/character/513', 'https://rickandmortyapi.com/api/character/514', 'https://rickandmortyapi.com/api/character/516', 'https://rickandmortyapi.com/api/character/517', 'https://rickandmortyapi.com/api/character/523', 'https://rickandmortyapi.com/api/character/524', 'https://rickandmortyapi.com/api/character/526', 'https://rickandmortyapi.com/api/character/534', 'https://rickandmortyapi.com/api/character/535', 'https://rickandmortyapi.com/api/character/536', 'https://rickandmortyapi.com/api/character/537', 'https://rickandmortyapi.com/api/character/538', 'https://rickandmortyapi.com/api/character/539', 'https://rickandmortyapi.com/api/character/540', 'https://rickandmortyapi.com/api/character/541', 'https://rickandmortyapi.com/api/character/561', 'https://rickandmortyapi.com/api/character/562', 'https://rickandmortyapi.com/api/character/564', 'https://rickandmortyapi.com/api/character/570', 'https://rickandmortyapi.com/api/character/575', 'https://rickandmortyapi.com/api/character/584', 'https://rickandmortyapi.com/api/character/585', 'https://rickandmortyapi.com/api/character/586', 'https://rickandmortyapi.com/api/character/588', 'https://rickandmortyapi.com/api/character/590', 'https://rickandmortyapi.com/api/character/591', 'https://rickandmortyapi.com/api/character/592', 'https://rickandmortyapi.com/api/character/667', 'https://rickandmortyapi.com/api/character/672', 'https://rickandmortyapi.com/api/character/680', 'https://rickandmortyapi.com/api/character/684', 'https://rickandmortyapi.com/api/character/686', 'https://rickandmortyapi.com/api/character/687', 'https://rickandmortyapi.com/api/character/688', 'https://rickandmortyapi.com/api/character/689', 'https://rickandmortyapi.com/api/character/690', 'https://rickandmortyapi.com/api/character/691', 'https://rickandmortyapi.com/api/character/692', 'https://rickandmortyapi.com/api/character/693', 'https://rickandmortyapi.com/api/character/694', 'https://rickandmortyapi.com/api/character/695', 'https://rickandmortyapi.com/api/character/696', 'https://rickandmortyapi.com/api/character/697', 'https://rickandmortyapi.com/api/character/698', 'https://rickandmortyapi.com/api/character/699', 'https://rickandmortyapi.com/api/character/700', 'https://rickandmortyapi.com/api/character/701', 'https://rickandmortyapi.com/api/character/702', 'https://rickandmortyapi.com/api/character/703', 'https://rickandmortyapi.com/api/character/704', 'https://rickandmortyapi.com/api/character/705', 'https://rickandmortyapi.com/api/character/706', 'https://rickandmortyapi.com/api/character/707', 'https://rickandmortyapi.com/api/character/708', 'https://rickandmortyapi.com/api/character/710', 'https://rickandmortyapi.com/api/character/712', 'https://rickandmortyapi.com/api/character/713', 'https://rickandmortyapi.com/api/character/714', 'https://rickandmortyapi.com/api/character/715', 'https://rickandmortyapi.com/api/character/716', 'https://rickandmortyapi.com/api/character/717', 'https://rickandmortyapi.com/api/character/719', 'https://rickandmortyapi.com/api/character/720', 'https://rickandmortyapi.com/api/character/721', 'https://rickandmortyapi.com/api/character/722', 'https://rickandmortyapi.com/api/character/723', 'https://rickandmortyapi.com/api/character/724', 'https://rickandmortyapi.com/api/character/725', 'https://rickandmortyapi.com/api/character/726', 'https://rickandmortyapi.com/api/character/727', 'https://rickandmortyapi.com/api/character/728', 'https://rickandmortyapi.com/api/character/729', 'https://rickandmortyapi.com/api/character/730', 'https://rickandmortyapi.com/api/character/732', 'https://rickandmortyapi.com/api/character/733', 'https://rickandmortyapi.com/api/character/734', 'https://rickandmortyapi.com/api/character/735', 'https://rickandmortyapi.com/api/character/737', 'https://rickandmortyapi.com/api/character/738', 'https://rickandmortyapi.com/api/character/739', 'https://rickandmortyapi.com/api/character/740', 'https://rickandmortyapi.com/api/character/741', 'https://rickandmortyapi.com/api/character/742', 'https://rickandmortyapi.com/api/character/753', 'https://rickandmortyapi.com/api/character/754', 'https://rickandmortyapi.com/api/character/755', 'https://rickandmortyapi.com/api/character/756', 'https://rickandmortyapi.com/api/character/757', 'https://rickandmortyapi.com/api/character/758', 'https://rickandmortyapi.com/api/character/759', 'https://rickandmortyapi.com/api/character/760', 'https://rickandmortyapi.com/api/character/761', 'https://rickandmortyapi.com/api/character/762', 'https://rickandmortyapi.com/api/character/763', 'https://rickandmortyapi.com/api/character/764', 'https://rickandmortyapi.com/api/character/765', 'https://rickandmortyapi.com/api/character/766', 'https://rickandmortyapi.com/api/character/767', 'https://rickandmortyapi.com/api/character/768', 'https://rickandmortyapi.com/api/character/769', 'https://rickandmortyapi.com/api/character/770', 'https://rickandmortyapi.com/api/character/771', 'https://rickandmortyapi.com/api/character/772', 'https://rickandmortyapi.com/api/character/773', 'https://rickandmortyapi.com/api/character/774', 'https://rickandmortyapi.com/api/character/775', 'https://rickandmortyapi.com/api/character/776', 'https://rickandmortyapi.com/api/character/777', 'https://rickandmortyapi.com/api/character/778', 'https://rickandmortyapi.com/api/character/781', 'https://rickandmortyapi.com/api/character/786', 'https://rickandmortyapi.com/api/character/788', 'https://rickandmortyapi.com/api/character/789', 'https://rickandmortyapi.com/api/character/790', 'https://rickandmortyapi.com/api/character/791', 'https://rickandmortyapi.com/api/character/203', 'https://rickandmortyapi.com/api/character/794', 'https://rickandmortyapi.com/api/character/800', 'https://rickandmortyapi.com/api/character/813', 'https://rickandmortyapi.com/api/character/821', 'https://rickandmortyapi.com/api/character/826']",https://rickandmortyapi.com/api/location/20,2017-11-18T19:33:01.173Z
20,21,Testicle Monster Dimension,Dimension,Testicle Monster Dimension,"['https://rickandmortyapi.com/api/character/7', 'https://rickandmortyapi.com/api/character/436']",https://rickandmortyapi.com/api/location/21,2017-11-18T19:41:01.605Z
21,22,Signus 5 Expanse,unknown,Cromulon Dimension,"['https://rickandmortyapi.com/api/character/24', 'https://rickandmortyapi.com/api/character/309']",https://rickandmortyapi.com/api/location/22,2017-11-18T20:27:26.218Z
22,23,Earth (C-500A),Planet,Dimension C-500A,"['https://rickandmortyapi.com/api/character/37', 'https://rickandmortyapi.com/api/character/91', 'https://rickandmortyapi.com/api/character/176', 'https://rickandmortyapi.com/api/character/183', 'https://rickandmortyapi.com/api/character/195']",https://rickandmortyapi.com/api/location/23,2017-11-18T20:58:15.178Z
23,24,Rick's Battery Microverse,Microverse,Replacement Dimension,"['https://rickandmortyapi.com/api/character/65', 'https://rickandmortyapi.com/api/character/388']",https://rickandmortyapi.com/api/location/24,2017-11-30T11:02:41.722Z
24,25,The Menagerie,Menagerie,unknown,"['https://rickandmortyapi.com/api/character/67', 'https://rickandmortyapi.com/api/character/490', 'https://rickandmortyapi.com/api/character/491']",https://rickandmortyapi.com/api/location/25,2017-11-30T11:13:46.697Z
25,26,Earth (K-83),Planet,Dimension K-83,[],https://rickandmortyapi.com/api/location/26,2017-11-30T11:41:11.452Z
26,27,Hideout Planet,Planet,unknown,"['https://rickandmortyapi.com/api/character/79', 'https://rickandmortyapi.com/api/character/84']",https://rickandmortyapi.com/api/location/27,2017-11-30T14:18:16.869Z
27,28,Unity's Planet,Planet,Replacement Dimension,"['https://rickandmortyapi.com/api/character/90', 'https://rickandmortyapi.com/api/character/188', 'https://rickandmortyapi.com/api/character/301', 'https://rickandmortyapi.com/api/character/336', 'https://rickandmortyapi.com/api/character/355', 'https://rickandmortyapi.com/api/character/372']",https://rickandmortyapi.com/api/location/28,2017-11-30T14:28:54.591Z
28,29,Dorian 5,Planet,Replacement Dimension,"['https://rickandmortyapi.com/api/character/93', 'https://rickandmortyapi.com/api/character/104', 'https://rickandmortyapi.com/api/character/198']",https://rickandmortyapi.com/api/location/29,2017-12-01T11:36:16.463Z
29,30,Earth (Unknown dimension),Planet,unknown,"['https://rickandmortyapi.com/api/character/822', 'https://rickandmortyapi.com/api/character/823', 'https://rickandmortyapi.com/api/character/824', 'https://rickandmortyapi.com/api/character/825']",https://rickandmortyapi.com/api/location/30,2017-12-01T11:49:43.923Z
30,31,Earth (J19ζ7),Planet,Dimension J19ζ7,[],https://rickandmortyapi.com/api/location/31,2017-12-01T12:29:27.976Z
31,32,Roy: A Life Well Lived,Game,Replacement Dimension,"['https://rickandmortyapi.com/api/character/106', 'https://rickandmortyapi.com/api/character/393', 'https://rickandmortyapi.com/api/character/449', 'https://rickandmortyapi.com/api/character/450', 'https://rickandmortyapi.com/api/character/451']",https://rickandmortyapi.com/api/location/32,2017-12-26T12:46:48.798Z
32,33,Eric Stoltz Mask Earth,Planet,Eric Stoltz Mask Dimension,[],https://rickandmortyapi.com/api/location/33,2017-12-26T13:43:29.291Z
33,34,Earth (Evil Rick's Target Dimension),Planet,Evil Rick's Target Dimension,"['https://rickandmortyapi.com/api/character/39', 'https://rickandmortyapi.com/api/character/177', 'https://rickandmortyapi.com/api/character/232', 'https://rickandmortyapi.com/api/character/290', 'https://rickandmortyapi.com/api/character/339']",https://rickandmortyapi.com/api/location/34,2017-12-26T15:35:20.499Z
34,35,Planet Squanch,Planet,Replacement Dimension,"['https://rickandmortyapi.com/api/character/47', 'https://rickandmortyapi.com/api/character/75', 'https://rickandmortyapi.com/api/character/102', 'https://rickandmortyapi.com/api/character/194', 'https://rickandmortyapi.com/api/character/199', 'https://rickandmortyapi.com/api/character/256', 'https://rickandmortyapi.com/api/character/261', 'https://rickandmortyapi.com/api/character/308', 'https://rickandmortyapi.com/api/character/311', 'https://rickandmortyapi.com/api/character/331', 'https://rickandmortyapi.com/api/character/379']",https://rickandmortyapi.com/api/location/35,2017-12-26T17:51:53.018Z
35,36,Glaagablaaga,Planet,unknown,[],https://rickandmortyapi.com/api/location/36,2017-12-26T20:30:45.939Z
36,37,Resort Planet,Planet,unknown,"['https://rickandmortyapi.com/api/character/142', 'https://rickandmortyapi.com/api/character/296', 'https://rickandmortyapi.com/api/character/297', 'https://rickandmortyapi.com/api/character/319', 'https://rickandmortyapi.com/api/character/369']",https://rickandmortyapi.com/api/location/37,2017-12-27T20:02:59.005Z
37,38,Interdimensional Customs,Customs,unknown,"['https://rickandmortyapi.com/api/character/144', 'https://rickandmortyapi.com/api/character/158']",https://rickandmortyapi.com/api/location/38,2017-12-29T10:37:48.281Z
